superior_frontal_gyrus_left,superior_frontal_gyrus_right,orbitofrontal_cortex_left,orbitofrontal_cortex_right,dorsolateral_frontal_cortex_left,dorsolateral_frontal_cortex_right,paracentral_lobule_left,paracentral_lobule_right,postcentral_gyrus_left,postcentral_gyrus_right,dorsolateral_parietal_cortex_left,dorsolateral_parietal_cortex_right,precuneus_left,precuneus_right,anterior_cingulate_cortex_left,anterior_cingulate_cortex_right,posterior_cingulate_cortex_left,posterior_cingulate_cortex_right,isthmus_cingulate_cortex_left,isthmus_cingulate_cortex_right,lateral_temporal_cortex_left,lateral_temporal_cortex_right,mesial_temporal_cortex_left,mesial_temporal_cortex_right,lateral_occipital_cortex_left,lateral_occipital_cortex_right,pericalcarine_cortex_left,pericalcarine_cortex_right,lingual_gyrus_left,lingual_gyrus_right,cuneus_left,cuneus_right,insula_left,insula_right,cerebellar_cortex_left,cerebellar_cortex_right,thalamus_left,thalamus_right,caudate_left,caudate_right,putamen_left,putamen_right,globus_pallidus_left,globus_pallidus_right,brainstem_wo_pons,pons,hippocampus_left,hippocampus_right,amygdala_left,amygdala_right,ventral_diencephalon_left,ventral_diencephalon_right
1.2675365,1.2893538,1.2026744,1.2384188,1.263478,1.282539,1.3467299,1.2906488,1.2187488,1.1571621,1.2184951,1.2266517,1.4955472,1.4589534,1.2807406,1.29784,1.4859267,1.4721593,1.3672004,1.4020761,1.1822141,1.1380545,1.1709309,1.1573192,1.0931438,1.1013745,1.3102726,1.3971394,1.3090746,1.2824956,1.2930951,1.3138124,1.2942708,1.2642705,1.0771643,1.0705575,1.0710413,1.0817994,0.99312943,0.97718704,1.4570328,1.4439554,1.138092,1.172989,0.8636057,0.9175865,0.9820484,0.9326307,0.9630077,0.96013874,0.8929994,0.9165774
1.270312,1.304936,1.2238767,1.2368929,1.2834349,1.2906924,1.4353893,1.3791987,1.2598144,1.2412012,1.258178,1.2717143,1.5120527,1.4736446,1.3029035,1.319477,1.5086724,1.4662652,1.3404721,1.4039397,1.140541,1.124266,1.1755159,1.1779191,1.12614,1.1990294,1.4177239,1.521313,1.3699442,1.3801628,1.3689617,1.3746965,1.2610952,1.2455025,1.0552554,1.0403072,1.0961918,1.0880734,1.004181,1.0225178,1.474906,1.4888166,1.1666884,1.2194618,0.8707773,0.9205624,1.0251868,0.9853408,1.0136108,1.006515,0.92421025,0.9248999
1.3488021,1.3473147,1.3544092,1.3219087,1.458285,1.4365671,1.3248941,1.3070934,1.3206772,1.3264152,1.425314,1.4017648,1.6688298,1.6134194,1.0735406,1.0905184,1.3582156,1.365039,1.3273315,1.3761322,1.2932663,1.3005582,1.1914294,1.2082052,1.5065212,1.5473101,1.8469121,2.0074744,1.6215793,1.6244497,1.7066524,1.6029009,1.2249519,1.2353078,1.1277496,1.1381136,1.1698567,1.1786332,0.9978264,1.0664202,1.7186489,1.7291893,1.2510794,1.258979,0.92194676,0.9244219,1.0090038,0.9939848,0.9765916,0.9813071,0.95724356,0.9726044
1.4271717,1.4259359,1.4114821,1.389298,1.5049988,1.4980214,1.398265,1.3820707,1.3635045,1.3662616,1.4627768,1.4373589,1.7205521,1.678061,1.1385946,1.1397327,1.4232627,1.4421262,1.391571,1.4665775,1.2834438,1.307443,1.2093154,1.2294786,1.5764151,1.6099011,1.9204829,2.0533113,1.6773787,1.679531,1.7617303,1.6712877,1.2579988,1.2697915,1.1417603,1.1483681,1.2332203,1.2562883,1.0465933,1.0981601,1.8384651,1.8671552,1.3178248,1.3346965,0.9322769,0.9223425,1.0114712,1.0146774,0.9854814,0.9957595,0.9766402,0.9982946
1.5539362,1.5209014,1.5358677,1.484488,1.6416725,1.5694602,1.4833865,1.4661216,1.4257566,1.3842448,1.6249346,1.5779995,1.8634652,1.8149644,1.3082845,1.3031198,1.6084058,1.667917,1.6229653,1.6191084,1.4700775,1.4255527,1.389329,1.3571081,1.617832,1.6284685,1.9619569,2.0569632,1.7510903,1.716215,1.7200344,1.776184,1.42417,1.3675157,1.3921571,1.4020203,1.2396992,1.2254195,1.1810901,1.1964993,1.6485702,1.6249659,1.1915885,1.2035836,0.94972926,0.9469368,1.087819,1.0758703,1.0292213,1.0329257,1.0148739,1.008117
1.5667149,1.5251606,1.5456208,1.5039353,1.6260343,1.5630206,1.4833617,1.4732599,1.4361705,1.4111143,1.6049912,1.6041203,1.8672179,1.8434596,1.3419245,1.3427284,1.6114061,1.683223,1.5859982,1.6198568,1.4025513,1.3735299,1.3649017,1.335293,1.5954628,1.6274743,1.9552084,2.0901546,1.7467057,1.7470526,1.7087768,1.7923726,1.4101325,1.3676213,1.3694619,1.3920258,1.2884014,1.2636391,1.1956284,1.2118202,1.7107525,1.6843084,1.2516916,1.2419667,0.9625123,0.94758,1.0992169,1.0835558,1.0687722,1.0390283,1.0356727,1.0306855
1.2613957,1.2459424,1.2398568,1.2344531,1.3216331,1.3196679,1.2480161,1.2562592,1.195376,1.1843252,1.2408894,1.1959052,1.5426295,1.5116957,1.2229025,1.2002547,1.3695003,1.4032482,1.3597318,1.4008876,1.1530432,1.1352949,1.1766932,1.1428398,1.2116579,1.1911623,1.5716661,1.6660246,1.4675245,1.4874644,1.4927803,1.4267029,1.2054249,1.1842811,1.1935697,1.2102541,1.2159244,1.1860764,1.2389127,1.1809148,1.4900181,1.4297451,1.177038,1.1548215,0.8953912,0.9248923,0.9755781,0.9600451,0.93095076,0.9318734,0.96746147,0.9979508
1.2217137,1.1967131,1.1940776,1.2057378,1.2879497,1.2735232,1.2388016,1.2506858,1.1548864,1.1464635,1.1945472,1.16038,1.507894,1.4548264,1.1779408,1.1593555,1.3200401,1.344183,1.3005306,1.3118236,1.1260861,1.1063744,1.1425045,1.1041157,1.1248727,1.1125866,1.4097819,1.4546993,1.3909577,1.3496145,1.3928168,1.332173,1.2044625,1.1950855,1.1419181,1.1570605,1.1689391,1.153728,1.1685307,1.1307145,1.4831839,1.3974097,1.180815,1.1193148,0.87152696,0.9308923,0.9885346,0.93078357,0.981201,0.93288636,0.98076254,0.985142
1.3053219,1.3107502,1.2289764,1.2309234,1.3216872,1.3011885,1.2418044,1.2269623,1.2265873,1.2400074,1.2704968,1.230014,1.474948,1.439613,1.1556857,1.1773531,1.3270936,1.3433173,1.3280483,1.3532379,1.1019198,1.0742779,1.0416504,1.0456064,1.2179012,1.1869977,1.8018076,1.8316584,1.4016038,1.441677,1.3805895,1.3276031,1.1503375,1.1204741,1.1382104,1.1507655,1.1285667,1.127144,0.9758855,1.0135285,1.520395,1.4644514,1.1180497,1.1521374,0.8587359,0.92017114,0.91725796,0.9270343,0.8502217,0.9049952,0.9465108,0.9386507
1.2655157,1.2804911,1.2212056,1.2244681,1.2890774,1.275184,1.2792903,1.2986488,1.2073487,1.2364782,1.2292929,1.1697099,1.4589082,1.4161887,1.1378992,1.1520113,1.3285968,1.3799262,1.2500157,1.2836684,1.0733101,1.0583364,1.0644809,1.0690614,1.1687,1.165977,1.7648522,1.8043299,1.4237071,1.4293853,1.341092,1.2958058,1.1872892,1.1459165,1.1397439,1.1477054,1.1013675,1.084122,0.9682105,1.02341,1.5446404,1.4953511,1.1730419,1.1942577,0.88158566,0.92176294,0.954666,0.92327935,0.917755,0.9343607,0.96177334,0.95186347
1.3808064,1.4171269,1.3514286,1.3784397,1.3900061,1.4480264,1.4206803,1.4096134,1.2817591,1.3087231,1.299462,1.3433787,1.6064188,1.6041707,1.3572264,1.3322432,1.517774,1.5306987,1.484375,1.51245,1.1612984,1.2215933,1.1829892,1.2274939,1.2408057,1.3012646,1.7741488,1.7678388,1.5030111,1.5438279,1.4866788,1.4602046,1.2681872,1.2942111,1.1562943,1.1387806,1.1767191,1.2393522,1.0523908,1.0648745,1.5478262,1.524974,1.1440598,1.1803375,0.95160854,0.941683,1.001847,1.0141326,0.97836477,1.0010799,0.98895824,1.0171608
1.3149496,1.3436695,1.2754825,1.3056654,1.3243583,1.3564272,1.3536651,1.2931576,1.2342796,1.2302547,1.2248173,1.2501768,1.5229975,1.4976116,1.260603,1.237531,1.3439323,1.3657862,1.39647,1.4018011,1.0943491,1.1271408,1.1590588,1.1738507,1.165527,1.2055577,1.7457905,1.7796642,1.5276009,1.4937615,1.4087552,1.399954,1.1876168,1.2292938,1.1241561,1.1174052,1.1206509,1.1704407,0.96626896,0.9833005,1.4512342,1.4487116,1.0829624,1.1487094,0.92819667,0.9407869,0.96867377,0.97426534,0.9543634,0.9312764,0.94813573,0.97893196
1.2955487,1.3415912,1.3139534,1.3445994,1.3662757,1.3600473,1.2697855,1.2211009,1.1854721,1.1775106,1.2217479,1.2120194,1.4988877,1.4990609,1.1679409,1.1472515,1.3848191,1.3309234,1.4841835,1.5036652,1.142535,1.1375227,1.1836908,1.2044497,1.1173437,1.1463841,1.6768646,1.7769516,1.516509,1.5010265,1.4381615,1.4859195,1.3055149,1.2513347,1.0961379,1.0609099,1.2072232,1.2524455,1.1303548,1.1157097,1.6997638,1.7184521,1.2616788,1.2824922,0.8905795,0.9227763,1.0097345,1.0147728,0.96847934,0.9863736,0.9204368,0.96954864
1.2111136,1.2322152,1.2083191,1.238792,1.3010073,1.2879624,1.2176107,1.1504372,1.1415144,1.1318754,1.179297,1.1433722,1.4211513,1.3961933,1.0492814,1.0219834,1.2715722,1.2091067,1.3970926,1.4024621,1.1095046,1.0793875,1.1469733,1.1539363,1.0779374,1.0946355,1.5001438,1.5569406,1.3849802,1.3799881,1.4088221,1.4144409,1.1897122,1.1465361,1.0838901,1.0729258,1.1766163,1.196096,1.0475894,1.0378094,1.5454564,1.54582,1.1740208,1.2090281,0.8649483,0.9220513,0.9873305,0.9695666,0.9149995,0.9178725,0.91417694,0.93552536
1.422739,1.4348689,1.3110018,1.3339597,1.4393657,1.4923954,1.2805642,1.3822176,1.2192616,1.3143617,1.2473942,1.2910523,1.4634404,1.4473748,1.2924678,1.2837462,1.4694848,1.5643038,1.3018472,1.3525553,1.1344993,1.1682564,1.0596843,1.0963911,1.2093619,1.2329066,1.6437883,1.6655892,1.4030107,1.370283,1.3913507,1.4369754,1.2473493,1.2731187,1.1652803,1.1634501,1.2221953,1.260399,1.1014163,1.1589917,1.5002984,1.6031159,1.1252482,1.1878008,0.91263646,0.9350031,0.8968796,0.9590692,0.9044546,0.93613935,0.97214156,1.0734382
1.256932,1.2836503,1.2583702,1.2872407,1.3281925,1.3660599,1.2169466,1.1979812,1.1337057,1.2009608,1.1563842,1.2157493,1.4445981,1.4003808,1.1718355,1.2141491,1.3587922,1.369312,1.2859553,1.2806671,1.0854386,1.14165,1.0781739,1.104791,1.130033,1.1844653,1.4886692,1.61102,1.3118385,1.3314244,1.3882747,1.4637986,1.2329924,1.2583896,1.1246973,1.1130654,1.253139,1.264446,1.0086255,1.0500729,1.5328526,1.461751,1.1821893,1.1605314,0.9481216,0.9523764,1.0107063,1.0294409,0.9750011,0.9669292,1.0615177,1.0457225
1.7011319,1.7219559,1.5252776,1.5785674,1.7045312,1.7762426,1.7627834,1.7257364,1.5324758,1.5585866,1.5029641,1.592455,1.8985541,1.9275513,1.6203191,1.6382135,1.9640113,1.9346951,1.8061334,1.896116,1.3204081,1.4432871,1.3073246,1.3384817,1.5483253,1.6263194,2.0621877,2.222685,1.7814225,1.71806,1.7621979,1.821682,1.5127146,1.5334635,1.123427,1.1316565,1.4687217,1.420958,1.5614725,1.5950059,1.7939278,1.8102505,1.2881867,1.3459501,1.0085025,0.96778655,1.1271318,1.1802465,1.0675409,1.055149,1.119025,1.1497836
1.4354202,1.4464681,1.3750579,1.4072216,1.4764962,1.5034723,1.4120377,1.4183675,1.2965201,1.3298757,1.2682352,1.3119916,1.6150095,1.6147913,1.4607651,1.4309915,1.6582912,1.653583,1.650835,1.6494727,1.2139808,1.2664729,1.202859,1.2327104,1.302205,1.3082949,1.6829816,1.7664074,1.4803201,1.4343677,1.5202426,1.5052886,1.3527483,1.3824956,1.0949997,1.1018283,1.3029845,1.3198595,1.3444353,1.3909093,1.5698173,1.6496198,1.2166744,1.2488211,0.95958847,0.96607023,1.0707617,1.1226304,0.99799657,1.008746,1.0477273,1.072847
1.382879,1.4431963,1.307459,1.3644922,1.4720166,1.5048966,1.3106936,1.3675889,1.4048972,1.3772626,1.4231083,1.3884895,1.6643653,1.6860887,1.2950342,1.2983146,1.450912,1.478354,1.5058289,1.5896524,1.2233528,1.2415817,1.2487181,1.2140414,1.4245784,1.4017045,2.089883,2.192129,1.7827308,1.7908398,1.8479326,1.6788038,1.2978717,1.3680623,1.303112,1.286651,1.1965748,1.2078491,1.1521226,1.1629426,1.5116934,1.542284,1.1611364,1.2137445,0.9706556,0.9496186,1.0166742,1.0082035,1.0195127,1.0216352,1.0163375,1.0225726
1.3998177,1.4346864,1.3534838,1.3975658,1.4512775,1.5439075,1.3234279,1.3485544,1.4051418,1.4311963,1.4435179,1.4424961,1.7458453,1.73098,1.3145483,1.3338972,1.4970981,1.4985698,1.6223508,1.6620251,1.2729409,1.2967619,1.3082073,1.2565627,1.5026762,1.5066768,2.155835,2.2486544,1.8391948,1.8509454,1.9262239,1.7349044,1.3556995,1.4516501,1.3895944,1.3899217,1.2525759,1.2591153,1.1650611,1.1896724,1.6266251,1.6805623,1.2876978,1.3607253,1.0095099,0.9370771,1.0838232,1.1157101,1.0740747,1.0852029,1.0795854,1.092947
1.2660632,1.2562857,1.3049059,1.2744426,1.3305618,1.3526647,1.2078913,1.2278394,1.1953762,1.1983796,1.1927943,1.1930225,1.4000016,1.3580757,1.1917664,1.1080319,1.292543,1.3186078,1.3059006,1.2723973,1.1633055,1.1918007,1.1664641,1.1464118,1.2799027,1.2919226,1.5947797,1.6797274,1.5376436,1.5051289,1.4401402,1.4164321,1.2204406,1.2652129,1.258453,1.2611507,1.2860429,1.2641438,1.1636126,1.1554086,1.6492141,1.616073,1.2848002,1.2845986,0.972744,0.93911487,1.0437131,0.97421527,1.050659,0.9933715,1.0375351,1.0302266
1.1416193,1.1433892,1.2026743,1.1783715,1.2173653,1.2619838,1.1940665,1.1927187,1.1324489,1.1571546,1.1115794,1.1036656,1.2995601,1.2395761,1.0970237,1.0276928,1.1977649,1.2205946,1.1811816,1.1216831,1.082232,1.1115235,1.1327454,1.1064309,1.2184094,1.2476645,1.4861562,1.5999184,1.4382929,1.4151201,1.3515416,1.3435067,1.1368637,1.1679335,1.2335322,1.2471429,1.2645689,1.2464756,1.0352159,1.0522833,1.5368749,1.5267786,1.2217008,1.2471371,0.9477246,0.9292857,1.0029392,0.9251873,0.98215127,0.960285,0.96964675,1.0108967
1.2411729,1.2464545,1.251501,1.2646402,1.2845286,1.3255557,1.1465932,1.2140342,1.1042401,1.1696827,1.1781176,1.1614634,1.4298127,1.4530907,1.0924672,1.0718864,1.2957062,1.3375275,1.5541136,1.5544035,1.1376987,1.1516209,1.1395559,1.1480258,1.1641545,1.1587493,1.5822113,1.7440735,1.5023198,1.4899087,1.3517249,1.4569417,1.1204438,1.1591814,1.1676373,1.1623262,1.2126417,1.1968238,1.1861247,1.1857829,1.5164379,1.5247759,1.1523029,1.1846563,0.95872813,0.94122446,1.0085752,1.019226,0.99439925,0.9997841,1.0016456,1.0007149
1.224296,1.231813,1.2527362,1.2609941,1.2808359,1.2980038,1.1449691,1.1839858,1.1368918,1.146649,1.2005951,1.1789163,1.3865813,1.4085054,1.0853562,1.0842941,1.2727615,1.3093828,1.4574742,1.5096871,1.1180778,1.1412288,1.1286626,1.1389639,1.1565121,1.1893324,1.5066202,1.6668365,1.4332979,1.4269817,1.3156475,1.4330283,1.1276569,1.1401719,1.1786423,1.1610911,1.1523824,1.1644125,1.162808,1.1525407,1.482189,1.492798,1.1257439,1.1613196,0.94072217,0.928031,0.98368984,1.0152786,0.96457326,1.0049369,0.9847608,0.9980264
1.3719231,1.3631818,1.3056167,1.3012954,1.46714,1.4335219,1.4403462,1.3998094,1.3200917,1.3011844,1.4010154,1.3641115,1.6491278,1.604578,1.2535187,1.2327226,1.4939526,1.4973192,1.4450284,1.4841318,1.2707454,1.2115325,1.2742463,1.2488229,1.3368603,1.3300623,1.5988101,1.6635109,1.6009002,1.5199739,1.4851722,1.4772553,1.2953821,1.2902873,1.141949,1.1274539,1.1750497,1.1648923,1.1862273,1.1239454,1.5632453,1.5098038,1.165322,1.1356817,0.9240364,0.9390286,1.0473018,1.0617086,1.0365438,0.9916247,0.9876093,0.96669066
1.3022583,1.2641654,1.2467535,1.1983762,1.4027581,1.3568498,1.3626766,1.3394463,1.2663689,1.2483293,1.325736,1.2680732,1.5379887,1.5018685,1.1812851,1.130126,1.3754315,1.3718171,1.3687745,1.3816367,1.2370398,1.1083677,1.2361292,1.151922,1.3194015,1.3102895,1.6222265,1.6700026,1.5851432,1.4939696,1.4368176,1.4097133,1.253528,1.1920272,1.1528975,1.1482773,1.1348082,1.1301419,1.1145637,1.0481757,1.5068089,1.4804314,1.1145705,1.137295,0.914188,0.9311826,1.0411451,0.9305466,1.0270649,0.84297115,0.96998346,0.93524116
1.2889172,1.3007603,1.2438936,1.2673768,1.3751587,1.3981456,1.356024,1.3607588,1.2484158,1.2551593,1.3002725,1.3393799,1.5636183,1.5436372,1.1112212,1.0801176,1.3682405,1.3705772,1.3413787,1.343959,1.1461759,1.1472756,1.1265887,1.1355163,1.3625067,1.3519303,1.4541969,1.5145284,1.3905305,1.35672,1.3557272,1.4554591,1.1119002,1.1433057,1.1155124,1.1241857,1.1023102,1.1146302,1.0418271,1.0223641,1.4268079,1.443391,1.1088953,1.1291482,0.83032703,0.92089903,0.8931623,0.8906312,0.8613991,0.84868085,0.900668,0.8790015
1.2767445,1.2543677,1.230178,1.2286854,1.3582765,1.3223732,1.2875845,1.294149,1.1853437,1.1520925,1.2705454,1.2794898,1.5671479,1.5393921,1.0572857,1.0164716,1.3242048,1.3271669,1.3709347,1.3419358,1.1336799,1.1067262,1.1004263,1.0892016,1.2384822,1.2361579,1.4862101,1.496889,1.3271997,1.2996206,1.3257774,1.3982587,1.0717475,1.0675443,1.2530159,1.2644482,1.1286165,1.1616817,0.9801061,0.9685383,1.4032886,1.4155248,1.1485052,1.1500237,0.8849818,0.9330628,0.9024011,0.8947265,0.86308736,0.84296936,0.93815225,0.90459347
1.3893863,1.3874717,1.3440726,1.3629286,1.4580982,1.514227,1.4149554,1.4403067,1.294136,1.3989329,1.4075056,1.4529487,1.6476789,1.6333722,1.2274474,1.1715548,1.4604365,1.4506905,1.4179521,1.4009997,1.2357956,1.2718655,1.2347327,1.246926,1.4805495,1.4940008,1.7260729,1.7885704,1.6407069,1.5838118,1.6639277,1.6946584,1.2004234,1.2744403,1.2163837,1.2205677,1.2469461,1.2829487,1.0770491,1.1387049,1.4505839,1.4861494,1.154434,1.1866946,0.9236523,0.93314034,0.9680592,0.96684766,0.942347,0.9557409,1.0119826,1.02687
1.3678234,1.3836954,1.3127261,1.3581972,1.4124156,1.5036244,1.3620472,1.3821758,1.2409819,1.3435066,1.2932731,1.3823794,1.5716941,1.5719988,1.23158,1.1813567,1.4259368,1.4291165,1.3433557,1.365893,1.1626564,1.2826357,1.1320496,1.2226075,1.2794819,1.3780891,1.476747,1.601433,1.436567,1.4528067,1.5219307,1.5620949,1.1687498,1.2566826,1.1977793,1.2110201,1.2022998,1.2517406,1.0631312,1.1384624,1.4162637,1.4825214,1.1438578,1.1830541,0.9291553,0.93035346,0.93306667,0.96790165,0.93391526,0.95486885,0.980834,1.0103039
1.329103,1.3072095,1.3668735,1.3740033,1.473641,1.4358941,1.285503,1.2697091,1.2921096,1.2804793,1.4121158,1.4087783,1.5727923,1.5495068,1.1708387,1.0849103,1.352046,1.3241143,1.42403,1.442913,1.2779971,1.2569448,1.2425638,1.245726,1.5098586,1.4611917,1.6886903,1.6839979,1.5871881,1.5810996,1.5835941,1.6064878,1.2573375,1.2360084,1.1551,1.1329963,1.1845173,1.208489,0.89273316,0.9644293,1.5562371,1.557567,1.1944209,1.1952987,0.9111973,0.93296677,0.99764955,1.0084803,0.97426534,0.99391174,0.98928726,0.9789747
1.2510473,1.2457474,1.3462505,1.3419793,1.4131064,1.3609055,1.1826452,1.1820713,1.2162915,1.1911026,1.3060305,1.310519,1.493057,1.4862174,1.1215827,1.0257479,1.2608635,1.234205,1.3754883,1.3528426,1.2394598,1.2255354,1.1962495,1.2211328,1.383119,1.3531287,1.5588692,1.564805,1.4911965,1.4805235,1.4847993,1.5020207,1.204266,1.1906168,1.1666918,1.1357352,1.1267134,1.1444455,0.8391434,0.8979707,1.5489447,1.5316035,1.1674757,1.1504235,0.9180943,0.9290223,0.9673171,0.98235863,0.9496264,0.98178226,0.94766015,0.94736236
1.1630697,1.1637044,1.1749,1.1877558,1.2117311,1.2265732,1.114143,1.1457282,1.0728953,1.1449265,1.1812749,1.1759027,1.3598328,1.391787,1.1863,1.1562598,1.311649,1.3206892,1.3256453,1.3483379,1.0649413,1.060133,1.0601662,1.0812732,1.0937465,1.0775324,1.5397576,1.5440137,1.3457599,1.3613515,1.2035847,1.353829,1.1358075,1.1683813,1.0822227,1.1061158,1.1572281,1.1317428,1.1312892,1.1155139,1.3230698,1.3644888,1.0701774,1.0860497,0.88065964,0.9279522,0.98095226,0.9776342,0.9171219,0.94754714,0.9312928,0.9246294
1.2282783,1.2337214,1.257756,1.2402406,1.3086747,1.314978,1.1792228,1.1559224,1.1443707,1.1875858,1.2474835,1.2463908,1.4235297,1.4384433,1.1852614,1.1543864,1.3271495,1.3224325,1.3544154,1.3519354,1.1053681,1.0988327,1.0827273,1.1033504,1.1152632,1.1062129,1.5969919,1.5742108,1.4287643,1.4014502,1.2605981,1.393078,1.1755918,1.1797844,1.08943,1.1053532,1.174469,1.1860421,1.1794823,1.142927,1.4419574,1.4314755,1.1384668,1.1447161,0.84835964,0.92750245,0.9950776,1.0075395,0.988322,0.9720018,0.9475398,0.943606
1.2667767,1.2826985,1.2533629,1.2896085,1.3026451,1.3107337,1.229362,1.3022861,1.1891154,1.1876185,1.233719,1.2647295,1.3525411,1.4414886,1.142555,1.1864725,1.2850217,1.3769019,1.2906573,1.3588108,1.1481419,1.154675,1.1292365,1.1355258,1.1410255,1.1500057,1.4177123,1.4889354,1.3531396,1.3668717,1.2399614,1.2617311,1.1138734,1.1323802,1.1592929,1.1881915,1.1796832,1.175623,1.0954866,1.1515068,1.5129683,1.5049438,1.1672038,1.162782,0.93838656,0.9417012,1.0159063,1.0035626,1.0345826,1.0199028,0.98562646,0.9626496
1.2731279,1.2873422,1.2689897,1.2991744,1.3089665,1.3212929,1.2132564,1.2734935,1.1887085,1.2113605,1.2287571,1.2462931,1.3319852,1.4055035,1.1550262,1.1871645,1.2608157,1.3266907,1.279047,1.3402009,1.1669297,1.1851635,1.1794639,1.1687547,1.1863707,1.2073256,1.4427272,1.5388123,1.3927941,1.4268104,1.2587625,1.286972,1.1310587,1.1704305,1.1465647,1.1868429,1.1382681,1.1439774,1.108165,1.1195095,1.5470294,1.5323786,1.2060672,1.2133293,0.9491443,0.9506315,1.0570213,1.0386351,1.1094049,1.0615178,0.99364525,1.0048112
1.2961856,1.3293304,1.3338419,1.3446056,1.3501545,1.3926182,1.2736707,1.2891523,1.2386271,1.2852454,1.2962761,1.3466002,1.4475393,1.4827486,1.2862018,1.3150156,1.3949139,1.458673,1.2607875,1.317192,1.2177162,1.2538161,1.224507,1.2205445,1.217019,1.2155702,1.6101477,1.5895748,1.423621,1.4406011,1.4226822,1.3372388,1.2761446,1.3180826,1.1171619,1.1158562,1.2279202,1.2400938,1.2192228,1.1924713,1.5108733,1.5151318,1.1553001,1.1510234,0.9383974,0.96465194,1.0888537,1.0848386,1.058266,1.0471001,1.0291002,1.0162045
1.3881731,1.4008219,1.3905766,1.3841469,1.4769291,1.5123779,1.3036896,1.2822511,1.2868587,1.3269521,1.3612212,1.3795257,1.5304435,1.598543,1.3206782,1.3341578,1.4377006,1.5286251,1.3153769,1.3755206,1.2941065,1.2920625,1.2285969,1.2351208,1.2027082,1.2319446,1.7066753,1.7454422,1.4733592,1.5303458,1.4642645,1.4470121,1.3131143,1.3831681,1.159296,1.1706598,1.333863,1.3642915,1.2466985,1.2381626,1.6199914,1.6406423,1.2034506,1.2200527,0.9276892,0.9524166,1.068351,1.0748178,1.0672184,1.052417,1.0064957,1.0403982
1.4388447,1.4260858,1.3256111,1.2888178,1.4920673,1.4754909,1.4369537,1.4112487,1.3356297,1.3570685,1.4613096,1.4346147,1.6274406,1.6175286,1.2898086,1.2662486,1.5328689,1.5204378,1.4533303,1.5103711,1.2743027,1.2743492,1.2329834,1.240849,1.3952767,1.4112842,1.510456,1.6292534,1.4902552,1.4695703,1.4705518,1.5417541,1.2269226,1.2417066,1.2642865,1.2850281,1.1531045,1.1898614,0.9806961,1.1082698,1.4614178,1.4878707,1.1096151,1.158948,0.9589337,0.9591715,1.0550479,1.0619221,0.9852399,0.9829902,0.93093467,0.949069
1.362038,1.3732506,1.3138736,1.3081741,1.41008,1.4231089,1.3861935,1.3376478,1.2864279,1.3254397,1.393681,1.3905168,1.5280153,1.5194983,1.2685047,1.2507768,1.4513074,1.4662716,1.3725835,1.4458923,1.2467798,1.2863529,1.2240674,1.2336911,1.3874227,1.4069018,1.5007046,1.5964626,1.4766533,1.4553952,1.4562813,1.5164567,1.2043566,1.2571739,1.2560394,1.2598605,1.1177489,1.1611001,0.9631091,1.1176207,1.43173,1.491923,1.0922191,1.1649234,0.9612183,0.95791864,1.058713,1.0868119,1.0262293,1.018397,0.9428849,0.9744262
1.3661397,1.3721905,1.204926,1.2186915,1.3883601,1.4104695,1.3089057,1.2922071,1.2406278,1.2596643,1.359768,1.3500102,1.5697258,1.584431,1.1025147,1.1025832,1.4346191,1.4576106,1.3980403,1.456139,1.1972176,1.2079186,1.1897718,1.1615498,1.4489832,1.4425191,1.6395499,1.6730441,1.557722,1.5219406,1.4647565,1.520773,1.1306237,1.1658111,1.2278587,1.2017833,1.1990409,1.2212337,1.0477829,1.0877684,1.4293449,1.4351208,1.0693601,1.0966692,0.91213727,0.9344634,0.92466325,0.92968774,0.87285465,0.89755034,0.93539506,0.95573246
1.2909352,1.3059301,1.1537668,1.1612532,1.3072802,1.3467395,1.3010654,1.2782568,1.1919479,1.2087549,1.2906318,1.3020368,1.4575946,1.4853283,1.078309,1.0865506,1.3600346,1.3975927,1.2895219,1.3532437,1.1326257,1.1564754,1.1541843,1.1382431,1.3410699,1.3646868,1.5016843,1.5293189,1.4628257,1.4310193,1.3596103,1.4296231,1.0979798,1.1378684,1.1760776,1.1564783,1.1220887,1.1388246,1.0192035,1.0618422,1.366143,1.3810091,1.0520875,1.0608411,0.8966404,0.9343081,0.9158805,0.91912776,0.8620841,0.8963162,0.90023816,0.9197921
1.2743915,1.2538087,1.2107223,1.230614,1.2797492,1.2888585,1.2679793,1.261808,1.1268185,1.1689329,1.2041363,1.2461829,1.4350082,1.390655,1.0689282,1.0329316,1.3113047,1.2974191,1.288392,1.3033384,1.0697274,1.1181691,1.0759636,1.0458229,1.3028845,1.298418,1.5392725,1.4737848,1.3677126,1.3160994,1.3665196,1.3092604,1.0783815,1.1049303,1.1782101,1.2223074,1.1332793,1.1371619,1.0010347,1.0247139,1.6683173,1.6402398,1.1582413,1.1594888,0.8988604,0.91606987,0.84254295,0.88582623,0.8157845,0.85728014,0.86760426,0.8720538
