superior_frontal_gyrus_left,superior_frontal_gyrus_right,orbitofrontal_cortex_left,orbitofrontal_cortex_right,dorsolateral_frontal_cortex_left,dorsolateral_frontal_cortex_right,paracentral_lobule_left,paracentral_lobule_right,postcentral_gyrus_left,postcentral_gyrus_right,dorsolateral_parietal_cortex_left,dorsolateral_parietal_cortex_right,precuneus_left,precuneus_right,anterior_cingulate_cortex_left,anterior_cingulate_cortex_right,posterior_cingulate_cortex_left,posterior_cingulate_cortex_right,isthmus_cingulate_cortex_left,isthmus_cingulate_cortex_right,lateral_temporal_cortex_left,lateral_temporal_cortex_right,mesial_temporal_cortex_left,mesial_temporal_cortex_right,lateral_occipital_cortex_left,lateral_occipital_cortex_right,pericalcarine_cortex_left,pericalcarine_cortex_right,lingual_gyrus_left,lingual_gyrus_right,cuneus_left,cuneus_right,insula_left,insula_right,cerebellar_cortex_left,cerebellar_cortex_right,thalamus_left,thalamus_right,caudate_left,caudate_right,putamen_left,putamen_right,globus_pallidus_left,globus_pallidus_right,brainstem_wo_pons,pons,hippocampus_left,hippocampus_right,amygdala_left,amygdala_right,ventral_diencephalon_left,ventral_diencephalon_right
1.3387634,1.3354052,1.3392271,1.3459749,1.3948685,1.4012493,1.23994,1.2830566,1.1612673,1.1661378,1.3436998,1.3087566,1.5535682,1.5892991,1.1357332,1.1164266,1.4302868,1.5085943,1.4024019,1.4970438,1.2017312,1.1871561,1.1333622,1.1551534,1.2964416,1.356675,1.5147052,1.5421537,1.4109552,1.4400876,1.5941527,1.6148794,1.1704887,1.138664,1.2395952,1.2138866,1.2317191,1.2419531,1.0947293,1.11248,1.4172708,1.40274,1.0868335,1.0992923,0.9374777,0.9533226,0.9353071,0.96258926,0.94471365,0.9871926,0.99399656,0.9886989
1.4108844,1.4054519,1.3515488,1.3700476,1.4596868,1.4647409,1.4154161,1.3479513,1.2825556,1.287554,1.4310318,1.3977689,1.628076,1.6184789,1.218512,1.2106193,1.4537939,1.5091223,1.4757056,1.5218453,1.2389884,1.2297864,1.19285,1.2196326,1.3633733,1.3655273,1.5953962,1.6285634,1.5044715,1.4794016,1.5400368,1.5373328,1.2438083,1.2508198,1.1705575,1.1641753,1.3164966,1.3709282,1.2694188,1.3090132,1.6771322,1.6888115,1.2283348,1.2250656,0.9269506,0.9387143,0.98936415,1.0276221,0.98974806,0.99893296,0.97526497,1.0175319
1.2229587,1.2063637,1.234226,1.2155364,1.264457,1.2631148,1.2284683,1.2425686,1.0881221,1.1310118,1.1539977,1.1043451,1.402419,1.3586797,1.0440068,1.0473117,1.3514365,1.3393662,1.1785398,1.1968359,1.0417199,1.022144,1.0255755,1.0154151,1.0526398,0.99252206,1.3730559,1.3757367,1.2195127,1.1565015,1.2727289,1.1845015,1.0910077,1.1167445,1.0375172,1.0269381,1.0961949,1.1037203,1.0790361,1.0859596,1.4397844,1.413027,1.0835224,1.0858685,0.8654389,0.9166969,0.8993037,0.89055264,0.9076549,0.8866084,0.94005215,0.9106898
1.3848588,1.3686776,1.3630655,1.3842324,1.4035939,1.390166,1.3351512,1.3189232,1.2375349,1.2554243,1.3554608,1.3532677,1.5108306,1.505947,1.3275998,1.2798293,1.5201987,1.5594639,1.4256064,1.4338048,1.2395004,1.2032027,1.2116271,1.1980592,1.1990871,1.2113936,1.5146648,1.5672824,1.3897111,1.3655922,1.2689886,1.2554221,1.2893723,1.2687234,1.1657482,1.1917052,1.2835314,1.2773484,1.1544045,1.1370621,1.5804638,1.5583762,1.1491301,1.1509694,0.95137835,0.94116855,1.0534159,1.0668095,1.013107,1.042012,0.9852895,0.99830467
1.2661625,1.2891428,1.1893148,1.2207733,1.2840937,1.3343714,1.2280914,1.2445652,1.1339782,1.1565979,1.1818795,1.2150486,1.3897396,1.4069484,1.123965,1.1059349,1.2855756,1.3381152,1.2518396,1.2383717,1.0736127,1.0903269,1.0468962,1.0346682,1.1774287,1.2198039,1.2963285,1.3271242,1.2462559,1.2446796,1.2409025,1.2762388,1.0320953,1.0788976,1.0796005,1.0645504,1.0854663,1.0972304,0.8503687,0.8295168,1.3110716,1.3380654,1.0796539,1.0936978,0.8768694,0.9171257,0.8606903,0.8288685,0.9208471,0.87006885,0.92461216,0.9230358
1.0362517,1.0495855,1.0413843,1.0572013,1.0988742,1.1692212,1.1445094,1.1593356,1.0332594,1.0741618,1.0134537,1.0581418,1.0864633,1.1601654,0.93493754,0.8722698,1.1347548,1.1214632,0.8883771,1.0014656,0.9751328,1.0179756,1.0556109,1.0772748,1.3498046,1.3991975,1.7656446,1.8619143,1.444852,1.4393408,1.3970698,1.3859773,1.0131826,1.0440907,1.0362971,1.0122811,0.9581518,1.0103568,0.68621427,0.74771017,1.2705303,1.3170385,1.0166522,1.0822461,0.83475333,0.9131351,0.7897469,0.84281874,0.7681272,0.80841696,0.870932,0.89802814
1.2455598,1.2668666,1.2128731,1.2354486,1.2931238,1.3429122,1.319516,1.320948,1.1927372,1.2339597,1.250444,1.249839,1.4566005,1.4320391,1.1616374,1.1329367,1.4089341,1.4282801,1.1494116,1.2693856,1.108004,1.1594166,1.089465,1.1144392,1.282886,1.3348407,1.3539382,1.4832816,1.2990968,1.3120636,1.2413173,1.2842144,1.0500336,1.0971322,1.0631061,1.0648404,1.0479726,1.0812116,0.8067106,0.90193415,1.2343049,1.3107468,1.0054555,1.0335461,0.8318364,0.9220906,0.83005136,0.89169806,0.8704847,0.8934793,0.94324905,0.9753233
1.2890065,1.2727451,1.234477,1.2187746,1.3054284,1.3296721,1.2438291,1.1976721,1.1746156,1.186966,1.2387085,1.2267225,1.4530472,1.4162934,1.107469,1.0496078,1.3708524,1.3397954,1.3519208,1.3435267,1.1376662,1.1665331,1.1315749,1.0966861,1.3423842,1.3166611,1.569106,1.5338601,1.4662308,1.4123751,1.4258658,1.3124534,1.0753169,1.0870978,1.1441734,1.1399636,1.0848715,1.0699598,0.9643002,0.95067203,1.380723,1.4022913,1.0469538,1.0486327,0.8802293,0.9325993,0.9246993,0.9082031,0.9039806,0.86836356,0.9438291,0.9392407
1.4013542,1.4119086,1.3225961,1.3903482,1.4656771,1.527449,1.4536247,1.4580839,1.3469404,1.3723881,1.4553719,1.4536378,1.6131828,1.5970056,1.2097057,1.1950063,1.4734429,1.5156466,1.3333008,1.3347297,1.2802314,1.3204947,1.185465,1.1848152,1.4436378,1.4893937,1.5406278,1.6408973,1.4639064,1.5060838,1.5362285,1.6200849,1.2089335,1.2383803,1.1558888,1.1759001,1.1561881,1.1532525,1.050971,1.0369552,1.4317071,1.424253,1.0982751,1.1120139,0.89053893,0.9269846,0.9050639,0.9161251,0.91537005,0.9441632,0.94955283,0.96782815
1.4236312,1.4189119,1.3656741,1.3906531,1.5345784,1.5347755,1.4390684,1.4499371,1.418045,1.3941454,1.5095525,1.47907,1.6464449,1.6090868,1.2312615,1.2025323,1.4977926,1.5373644,1.3527666,1.3306266,1.3023547,1.3018922,1.2188361,1.1849492,1.4660518,1.5205773,1.5967469,1.6649795,1.5301249,1.5400809,1.5604032,1.6547284,1.252154,1.2445292,1.1567612,1.1746262,1.1674242,1.1514453,1.0697035,1.0537064,1.4967613,1.493584,1.1613752,1.137451,0.90058905,0.9266069,0.9304165,0.9186353,0.94253063,0.95971906,0.9725748,0.9699629
1.1383058,1.1722462,1.1652672,1.1948708,1.2102894,1.2733606,1.1747227,1.1869599,1.1068778,1.1499282,1.2032472,1.2440493,1.3634937,1.3710591,1.1177258,1.0958642,1.3124218,1.3462741,1.2931857,1.2711769,1.0752715,1.1263198,1.0572696,1.082321,1.1941384,1.2513746,1.3019297,1.3535665,1.2725624,1.2750456,1.2840955,1.266249,1.0137873,1.1207271,1.09404,1.1063939,1.05617,1.1135674,0.90641916,0.9834126,1.3580437,1.4122608,1.1045526,1.1171016,0.8725707,0.91364574,0.9223018,0.90524864,0.91394436,0.94027716,0.9343254,0.94761765
1.2048199,1.2211229,1.2035081,1.2223555,1.2630571,1.3092828,1.2190149,1.2333066,1.151399,1.1674817,1.2270557,1.2528126,1.4180835,1.3988411,1.1751863,1.155909,1.3724612,1.3913623,1.3397441,1.3539726,1.0814592,1.1377555,1.0948192,1.1124535,1.1998187,1.3040849,1.2941751,1.3766775,1.2937905,1.2976875,1.2781974,1.3051037,1.05046,1.142641,1.142621,1.1476145,1.1381633,1.1705072,0.935644,1.0227776,1.4602348,1.4690486,1.1720953,1.1888024,0.896224,0.9139429,0.9591186,0.94351834,0.9505359,0.940281,1.002612,1.0082351
1.4039034,1.4131666,1.3672498,1.4088128,1.4879416,1.5994307,1.374117,1.3650441,1.353285,1.4391305,1.4081433,1.4706827,1.5703348,1.517011,1.25518,1.193311,1.4361339,1.4711697,1.3707179,1.365841,1.3380156,1.4038265,1.2336737,1.2240666,1.5849091,1.5831096,1.6891904,1.8127137,1.5664685,1.5373046,1.7043551,1.6990477,1.2434528,1.3552603,1.1779956,1.1669853,1.0323414,1.0406404,1.0460097,1.0788783,1.5611335,1.5576047,1.109514,1.1280864,0.9087326,0.934955,0.96234685,0.97300524,0.9508383,1.0117542,0.93598497,0.9296968
1.4215482,1.4317533,1.3996112,1.4329094,1.5241268,1.6095583,1.3526634,1.362126,1.3924377,1.4350934,1.425909,1.4616597,1.5811639,1.5493413,1.2765306,1.2387117,1.439759,1.4989278,1.3907312,1.3965061,1.3477134,1.4150115,1.2520403,1.2552367,1.6490027,1.656756,1.7831433,1.9540535,1.6502509,1.6305311,1.8066362,1.7975708,1.2735169,1.4131378,1.2101548,1.2013525,1.0588163,1.0784618,1.0469515,1.0907122,1.6387272,1.6484145,1.1635351,1.210432,0.9323667,0.9433394,0.98531806,0.99124736,0.99749213,1.0041207,0.98026484,0.96503496
1.2124591,1.2133857,1.1708103,1.1824945,1.2394259,1.2200505,1.2321664,1.2544105,1.1463101,1.156908,1.1662261,1.19156,1.4365885,1.4225705,1.1113057,1.076655,1.3430796,1.3185207,1.2547079,1.2531476,1.0762106,1.0865134,1.0693637,1.021691,1.1203723,1.2333403,1.4365543,1.456191,1.3043871,1.2772936,1.3578981,1.3692492,1.0639931,1.0467025,1.0652949,1.0683064,1.1130067,1.0990849,0.9182441,0.9101597,1.4006234,1.4137396,1.0555601,1.0764349,0.858648,0.9167961,0.8440063,0.806629,0.9253875,0.8291809,0.88387024,0.8805257
1.1394022,1.1253068,1.1254331,1.0868475,1.2142318,1.148522,1.2357148,1.2684042,1.1676439,1.1149312,1.1245453,1.0733547,1.3775917,1.3023539,1.0938532,1.0493507,1.3016021,1.2649856,1.1835203,1.0952748,1.0489149,0.99143475,1.0479785,0.952689,1.2069944,1.247846,1.5147011,1.4803677,1.3579881,1.3040771,1.3616211,1.3472272,1.0537269,0.9798655,1.0275002,1.0199497,1.0869073,1.0416366,0.9205872,0.84755254,1.4685568,1.4209138,1.096668,1.1068273,0.85381734,0.9153528,0.83007634,0.7569943,0.870684,0.78548,0.8895876,0.8603928
1.3242376,1.33647,1.26126,1.2702358,1.3630046,1.4234262,1.3301624,1.317377,1.2291976,1.2898103,1.3390356,1.3756841,1.5518272,1.5434704,1.1854501,1.2458848,1.455358,1.4470221,1.3159333,1.381706,1.1988137,1.2492987,1.1746591,1.1780758,1.2711793,1.3507148,1.5357624,1.5495529,1.4063892,1.3745291,1.4776075,1.4646337,1.1664171,1.199753,1.213543,1.2161099,1.1088855,1.1140919,0.9844076,1.01232,1.4287859,1.4551839,1.0599349,1.1272316,0.8974813,0.9304766,0.9841383,0.96945393,0.9686219,0.94679993,0.99215263,1.0087107
1.3868899,1.4003313,1.312151,1.3264015,1.4258407,1.4819076,1.3718613,1.3514668,1.2924709,1.3035537,1.4015973,1.4105737,1.6612713,1.6262809,1.2299122,1.2827957,1.5487553,1.5039489,1.423077,1.4572424,1.2390988,1.2824274,1.2222635,1.2308046,1.3922071,1.456101,1.7265373,1.7229815,1.5463734,1.48645,1.5917789,1.6074601,1.2134029,1.2417285,1.2359463,1.2374551,1.154927,1.158667,1.0197711,1.0405059,1.5318159,1.5879985,1.143555,1.1897306,0.93361557,0.9324667,1.0121607,0.97948134,0.97264886,0.98378015,1.0170578,1.0284666
1.2905904,1.2724402,1.3068745,1.2811325,1.3578855,1.344095,1.292067,1.2301035,1.2322342,1.2065045,1.233557,1.2301424,1.4735708,1.4224561,1.2239964,1.1460663,1.335512,1.2936765,1.3249208,1.3134683,1.1855711,1.1841385,1.1712009,1.1465315,1.1923214,1.1466013,1.5190414,1.496166,1.3793497,1.3290155,1.3093312,1.2316234,1.168801,1.1640216,1.2476269,1.2467403,1.1775938,1.1581777,1.072592,1.0305667,1.437452,1.3949199,1.113437,1.1137373,0.93444777,0.94520783,1.004691,0.94641685,1.0144085,0.9630093,0.93433416,0.9163952
1.3410915,1.3339951,1.3405089,1.3582139,1.3901122,1.3851726,1.2621893,1.1968994,1.2332528,1.2019196,1.2389559,1.2363973,1.4475875,1.4092358,1.2653784,1.1702069,1.2840968,1.2478654,1.3537847,1.3230482,1.2231745,1.2113047,1.1897209,1.1846628,1.1849285,1.1667869,1.4922621,1.5216885,1.3923733,1.3423479,1.2984906,1.2367604,1.1787125,1.1875567,1.261562,1.263423,1.1902856,1.170475,1.075411,1.0593156,1.4597182,1.4200447,1.1457322,1.1096472,0.9490474,0.94900936,1.0585555,0.99706924,1.0594746,1.0050571,0.98290086,0.9152342
1.5420359,1.5067639,1.4546839,1.4461521,1.5635362,1.5434039,1.4107604,1.3735108,1.4045938,1.442826,1.4912715,1.4724951,1.721873,1.755264,1.4271122,1.4174423,1.5435598,1.4673724,1.5325935,1.5235572,1.4140661,1.3868219,1.3411202,1.3222,1.4912108,1.470622,1.9539809,2.0032723,1.7903436,1.6891055,1.7486612,1.7893935,1.422626,1.4030043,1.1935189,1.1780257,1.2703156,1.2514547,1.293983,1.279445,1.6595871,1.6525632,1.204326,1.2440495,0.93316954,0.940004,1.0978831,1.0657891,1.0791931,1.0513537,0.9998333,0.9791283
1.4309795,1.4068271,1.3458478,1.3439888,1.4470204,1.4406255,1.2971629,1.2407031,1.2895443,1.2971312,1.3397561,1.3327549,1.5536445,1.5822937,1.3083402,1.2728068,1.3878748,1.3204145,1.3819277,1.3395398,1.2738442,1.2528412,1.2125933,1.1604009,1.194964,1.1870769,1.5265713,1.5917852,1.5038579,1.4163074,1.4443763,1.4974666,1.3065075,1.2697656,1.0938034,1.078074,1.1436347,1.1015972,1.179042,1.1891322,1.4770849,1.4401946,1.112212,1.098309,0.88452345,0.92919457,1.0273479,0.942828,1.0184491,0.94091773,0.9392957,0.8929695
1.2469016,1.2617879,1.2832944,1.3017821,1.288673,1.3033838,1.2401708,1.2223021,1.2293873,1.2168401,1.2599229,1.2227814,1.4514842,1.4559139,1.2530547,1.2227323,1.3192912,1.3204129,1.263137,1.3728883,1.2037398,1.1992002,1.1922549,1.2160537,1.2641169,1.2608328,1.5383182,1.711859,1.4551994,1.529888,1.4809371,1.5568575,1.2156202,1.2017597,1.0951469,1.1126325,1.08746,1.1002824,0.9948933,0.9893016,1.3960311,1.3954661,1.0838631,1.1205711,0.90697604,0.9417206,1.0039132,1.0260328,0.98965734,0.9910542,0.96866864,0.9262179
1.231319,1.2527107,1.2148231,1.2141271,1.2608541,1.2632749,1.2450242,1.1950625,1.2019634,1.1819444,1.2125623,1.1918905,1.3923568,1.3486918,1.2341413,1.213419,1.3067766,1.2594142,1.2770823,1.2903041,1.1334689,1.1383598,1.1298511,1.0900277,1.114913,1.128404,1.3323079,1.4324913,1.3146683,1.2894865,1.3479769,1.3891318,1.1968387,1.1390767,1.0566388,1.0215464,1.0674695,1.0298436,0.9445428,0.96625274,1.3877339,1.3189521,1.0967507,1.0650916,0.85409695,0.93288684,0.96629155,0.9263133,0.94963974,0.9580967,0.9085097,0.8570997
1.3397765,1.3290365,1.2929295,1.2768712,1.3984457,1.4390515,1.2927016,1.300943,1.2982908,1.3165684,1.351286,1.3467883,1.5473952,1.5192976,1.1875454,1.1005752,1.3959475,1.384743,1.3612443,1.3554397,1.1851131,1.2201413,1.128187,1.149156,1.3761289,1.4058741,1.6150817,1.622123,1.4120691,1.4107059,1.5125798,1.4769533,1.1342837,1.1686413,1.1254834,1.1282828,1.1069237,1.097185,1.0107816,0.98688203,1.5594788,1.5339383,1.0904185,1.1175908,0.88694435,0.9317509,0.95620495,0.9704775,0.9293185,0.9182812,0.89341366,0.8887769
1.3047624,1.286623,1.2626863,1.2478299,1.3534844,1.3867935,1.2820029,1.2622039,1.2508003,1.261504,1.2918146,1.2880111,1.4951192,1.4589018,1.153245,1.0609089,1.361817,1.3393648,1.3084605,1.3241992,1.1281481,1.1551453,1.0870444,1.1028918,1.2892189,1.3272299,1.5242109,1.570132,1.3569138,1.3517864,1.4402604,1.4126623,1.0848458,1.1189399,1.1172299,1.125046,1.0597003,1.065844,0.96597755,0.950484,1.4805733,1.4551203,1.0729178,1.081094,0.8686819,0.92669445,0.926196,0.9389571,0.89496434,0.8911206,0.87721545,0.87306094
1.2598917,1.2862633,1.2451323,1.2927372,1.3161504,1.3636335,1.2475022,1.2846267,1.1870809,1.1699564,1.2223896,1.2671596,1.4337808,1.4347899,1.2093254,1.1851434,1.3524928,1.3743575,1.4525559,1.4104323,1.1681998,1.2105703,1.1326765,1.1503614,1.2178609,1.2307142,1.5150447,1.5221981,1.3978876,1.3958164,1.4097631,1.396443,1.2039984,1.2013919,1.1957434,1.2086776,1.1337149,1.1549609,1.0200747,1.0134355,1.4092616,1.428303,1.0735909,1.0982304,0.9321791,0.94109166,0.93434864,0.9616001,0.9479677,0.9449449,0.9508843,0.9560733
1.2375394,1.2559372,1.2267249,1.2638637,1.3091552,1.3391542,1.2662332,1.3290168,1.2106501,1.199885,1.2271857,1.2669636,1.4171059,1.4177134,1.1808388,1.1681725,1.3266808,1.3688849,1.3499327,1.3512896,1.1729149,1.1972597,1.1549454,1.163965,1.2746272,1.2890357,1.5361764,1.5446987,1.4385222,1.4340556,1.4808818,1.4478481,1.1997541,1.193223,1.1292437,1.1387135,1.0783392,1.0852417,1.0219797,1.0033044,1.4260437,1.415672,1.0713624,1.0856106,0.9126296,0.93703055,0.9289686,0.94749975,0.940604,0.9414053,0.92683715,0.9276247
1.2538317,1.2551036,1.2260593,1.2675157,1.3528593,1.3869349,1.2170818,1.2155479,1.234711,1.2362397,1.2780566,1.2906735,1.4907713,1.4951875,1.1132421,1.0721467,1.3355669,1.393242,1.35242,1.398215,1.1546885,1.1888312,1.1219755,1.1173757,1.2289585,1.3059136,1.6029987,1.8119507,1.4632173,1.4911093,1.4536644,1.5563952,1.1896577,1.2100871,1.0925738,1.0852466,1.230928,1.262394,1.1479013,1.127437,1.6922054,1.702081,1.1928184,1.2283876,0.8636108,0.9089206,0.959634,0.9613706,0.91576004,0.937894,0.9059688,0.9263409
1.2461851,1.2433783,1.223396,1.2528586,1.3404194,1.3685465,1.2192732,1.2185835,1.2486943,1.2320002,1.2586651,1.2640593,1.4768279,1.463753,1.1207106,1.0545685,1.3242275,1.3619026,1.3334075,1.3743007,1.1476107,1.1585757,1.127532,1.0985638,1.3059491,1.3072729,1.5882065,1.7014837,1.491292,1.438557,1.4364194,1.5163472,1.1848508,1.1876376,1.1009225,1.0919534,1.1910743,1.2203435,1.1430445,1.1193855,1.6594753,1.6678157,1.1876566,1.217757,0.8856327,0.91300535,0.93625075,0.9359633,0.92145073,0.9003806,0.89723796,0.91485745
1.316325,1.3567011,1.2844933,1.3157679,1.4260807,1.4591243,1.2473135,1.2138499,1.2288959,1.2353582,1.325336,1.346413,1.5105923,1.4983284,1.1233711,1.0784639,1.3406155,1.3091092,1.3406478,1.4052466,1.1919813,1.2190983,1.1031648,1.1267089,1.3308101,1.3086172,1.5369021,1.595367,1.4019787,1.3932359,1.3715348,1.3416107,1.1835465,1.1950812,1.0136076,0.997342,1.1651467,1.1847336,1.0785604,1.1263741,1.8083932,1.8445653,1.1798508,1.2185895,0.8735074,0.92009014,0.90719956,0.8826447,0.9050628,0.9111923,0.9481282,0.9394585
1.2711138,1.2881782,1.2363719,1.2741956,1.3704257,1.3970981,1.2167978,1.1780907,1.2022989,1.202221,1.2342489,1.2539669,1.4013971,1.3818761,1.105497,1.0554819,1.2663374,1.2364088,1.2402823,1.2954652,1.1549195,1.1785184,1.0514538,1.0974337,1.3027055,1.2949536,1.5064244,1.5792946,1.3726043,1.3487825,1.3328985,1.3160087,1.1491778,1.166322,1.0225583,1.0144149,1.1288105,1.1635194,1.0546925,1.0914173,1.7668351,1.8194289,1.1723491,1.1870683,0.85949075,0.9169698,0.87685156,0.85653514,0.9119869,0.8964286,0.92739916,0.92859405
1.3586366,1.3540555,1.2741227,1.2770095,1.4078169,1.4272412,1.4460454,1.4503232,1.3137561,1.3117903,1.3068151,1.3102409,1.5557144,1.5491911,1.21301,1.2903509,1.4964895,1.5233784,1.425431,1.4448637,1.2215197,1.2508897,1.1736362,1.1851158,1.296022,1.3580743,1.5398026,1.6706455,1.4617791,1.4640021,1.4687612,1.4521153,1.256181,1.2635163,1.1298277,1.1330712,1.2563508,1.3066692,1.1228561,1.1794809,1.7082222,1.7116736,1.2410744,1.2661474,0.947087,0.93159264,1.0280517,1.0265478,0.9982103,1.0049597,1.0386508,1.0636722
1.336558,1.3338544,1.2442957,1.2558748,1.3769842,1.3936535,1.4316897,1.4259648,1.2740358,1.2800243,1.2621632,1.2636906,1.5056762,1.5103235,1.1825137,1.2588974,1.4599373,1.5086915,1.3518424,1.4061741,1.1503665,1.2066939,1.1328293,1.1583997,1.2056662,1.2613767,1.4771883,1.5973632,1.3911587,1.3901945,1.3858429,1.403115,1.2096043,1.2256753,1.1106137,1.1073678,1.2277801,1.2755953,1.0713252,1.1482655,1.6733274,1.7037747,1.2316302,1.2743765,0.92941403,0.9254419,0.9950308,1.025742,0.97030085,0.9817033,1.0072095,1.0210137
1.3682688,1.3440375,1.3001223,1.2869427,1.4593699,1.3891345,1.3252958,1.2882146,1.2756062,1.2779658,1.4033263,1.3506712,1.7505312,1.6539981,1.1912303,1.1637937,1.381281,1.3814304,1.4956794,1.4854066,1.247459,1.1933205,1.226377,1.1367493,1.4688263,1.4449766,1.8558463,2.018598,1.7091001,1.6489513,1.7243321,1.6656872,1.2389199,1.204728,1.3805597,1.3768576,1.2119535,1.1801156,1.0219802,0.9685075,1.4911516,1.4067068,1.1665907,1.093699,0.9713002,0.9377064,1.0022101,0.96119374,0.9512083,0.92269737,1.0031637,0.99218845
1.2584193,1.2532033,1.187341,1.1836704,1.3198473,1.3028111,1.2603604,1.2340847,1.1735862,1.2027156,1.2612821,1.2551444,1.5764076,1.5075369,1.10754,1.1014361,1.3155096,1.294084,1.3762393,1.3759558,1.1309558,1.1192547,1.1277975,1.080742,1.2439402,1.2296026,1.52254,1.6481783,1.4546251,1.4187256,1.4672126,1.4270524,1.1476247,1.133568,1.3045336,1.2980343,1.1184925,1.1133488,0.9365327,0.9091977,1.3851914,1.3204681,1.0881699,1.051645,0.93405086,0.9316433,0.948055,0.929093,0.9263142,0.90829045,0.93515515,0.93506336
1.2061965,1.1803406,1.1719226,1.1542221,1.2482762,1.2250315,1.1852682,1.1781341,1.1456546,1.1254029,1.2302153,1.1977888,1.3701571,1.3550295,1.1692839,1.1820266,1.2755878,1.3194764,1.2337193,1.2738872,1.138069,1.0988796,1.1368232,1.0909798,1.2073746,1.203853,1.4340492,1.474553,1.373548,1.3431327,1.3835517,1.3401791,1.2032163,1.1795759,1.1277145,1.0905553,1.106457,1.11009,1.0587375,1.0309247,1.3255655,1.3030638,1.0398648,1.0489575,0.93930984,0.93927515,0.95769393,0.93685925,0.935219,0.9453063,0.9419753,0.9423129
1.2175267,1.1971244,1.1834693,1.1596475,1.263379,1.2279319,1.1845927,1.1798781,1.1504225,1.1274452,1.2269089,1.202464,1.3841423,1.3721174,1.1735181,1.1914738,1.301566,1.3280394,1.2676919,1.2985122,1.1543756,1.1134015,1.1253791,1.0786227,1.2321543,1.2191656,1.5030957,1.561032,1.4024404,1.3964328,1.405968,1.3751737,1.2003012,1.1822361,1.0965931,1.0683429,1.1030754,1.1142677,1.0757575,1.0634784,1.360518,1.3293707,1.0915271,1.0852712,0.9470417,0.94139344,0.9619144,0.9399385,0.9539518,0.9438295,0.9566031,0.96449435
1.2051071,1.2319331,1.1759598,1.1770558,1.303212,1.3107805,1.3194845,1.3150675,1.1319833,1.1832168,1.2287291,1.2117859,1.4224215,1.410667,1.1147779,1.1160719,1.3700802,1.3465065,1.254144,1.2337817,1.1198577,1.1250942,1.102439,1.1077986,1.2443264,1.2614775,1.5236565,1.560886,1.3697649,1.3763667,1.3428568,1.3089056,1.1839195,1.1648747,1.1377742,1.1644306,1.1754099,1.2000635,0.92978203,0.8995538,1.4080235,1.3873377,1.087077,1.0863944,0.9665456,0.944919,0.9407464,0.9350039,0.97489256,0.94001275,1.0040882,1.0195278
1.2148602,1.2289999,1.2193011,1.1974487,1.3336883,1.319077,1.3517402,1.3345246,1.150829,1.1783962,1.2457356,1.2032595,1.4283475,1.4053161,1.127991,1.1367495,1.3807303,1.3672416,1.224578,1.2386419,1.1358724,1.112017,1.1162653,1.1014543,1.2442164,1.2555737,1.5293835,1.5930995,1.3775533,1.3749647,1.3444937,1.3187959,1.2111838,1.1860352,1.1129667,1.1321763,1.1818765,1.1920285,0.8907523,0.87067246,1.5044656,1.4545051,1.1493746,1.1724167,0.9791796,0.9424828,0.95720685,0.9381929,0.9714405,0.97789073,1.0376484,1.0458668
1.1874323,1.1679063,1.1631714,1.1680564,1.2688487,1.2773838,1.1821041,1.2170985,1.164771,1.1708117,1.219758,1.2412207,1.4272934,1.3928719,1.144348,1.152928,1.3500253,1.3746428,1.3502126,1.3335564,1.100239,1.1159233,1.093864,1.1214899,1.2184027,1.2641497,1.4252275,1.5008577,1.349582,1.329605,1.3590127,1.3483747,1.1156672,1.1542536,1.0753595,1.0937243,1.1667782,1.19102,1.0959675,1.0648808,1.4324789,1.405335,1.0758768,1.1025474,0.8895603,0.9357008,0.9408078,0.9500839,0.89488375,0.9031863,0.9515773,0.97983676
1.3165835,1.3135843,1.2354109,1.2647915,1.3662683,1.393001,1.2766132,1.3048307,1.2532917,1.2409136,1.3332176,1.3330691,1.5545475,1.5143749,1.1888196,1.1764438,1.4233818,1.4443884,1.4666461,1.4475538,1.1405456,1.1814828,1.1481992,1.1652302,1.2977716,1.3177813,1.5075889,1.5208222,1.4016795,1.3589764,1.4102389,1.4079264,1.1258588,1.1895472,1.0759252,1.0958155,1.2057451,1.2134249,1.1914526,1.1846733,1.5121108,1.5056729,1.0911002,1.098069,0.8885679,0.93650746,1.0005002,0.9775338,0.9286642,0.9324865,0.95106274,0.9729847
1.3404347,1.3315402,1.3201754,1.3129919,1.4439088,1.4443848,1.3302349,1.3255128,1.2773954,1.3059342,1.3549144,1.3664767,1.534753,1.5262867,1.1966944,1.1330817,1.4151319,1.4411943,1.5733618,1.5321698,1.3347992,1.3057644,1.2726357,1.2663302,1.4379916,1.4884537,1.6443892,1.6918046,1.5572445,1.5363666,1.5578375,1.4624841,1.2737522,1.2465463,1.2440754,1.231019,1.1974382,1.1984698,1.0438793,1.0559953,1.508079,1.4976473,1.1450689,1.1580082,0.9689008,0.9513256,1.0650349,1.0272392,1.0339284,0.9854709,0.9988554,1.0045427
